Accuracy,loss,,,,,Accuracy,loss,,,,,Accuracy,loss,,,,,Accuracy,loss,,,
0.653124988,0.007207237,,,,,0.523510933,0.009660984,,,,,0.421875,0.011131749,,,,,0.570532918,0.008642239,,,
0.645833373,0.007179772,,,,,0.524804175,0.009826374,,,,,0.4375,0.011081331,,,,,0.571801603,0.00878049,,,
0.651785731,0.007274782,,,,,0.510067105,0.009949718,,,,,0.458612978,0.010907507,,,,,0.568232656,0.008692749,,,
0.6484375,0.007223267,,,,,0.506849289,0.010391352,,,,,0.467710376,0.010747524,,,,,0.567514658,0.008611414,,,
0.647569478,0.007144453,,,,,0.514782608,0.010348985,,,,,0.462608695,0.01073384,,,,,0.568695664,0.008593305,,,
0.6484375,0.007180629,,,,,0.516431928,0.010597378,,,,,0.447574317,0.011020296,,,,,0.575899839,0.008354116,,,
0.642045498,0.007308103,,,,,0.522048354,0.010570394,,,,,0.448079646,0.011024266,,,,,0.574679911,0.008302798,,,
0.649282932,0.0072187,,,,,0.525423706,0.010496451,,,,,0.443285525,0.011034756,,,,,0.584093869,0.008197303,,,
0.796875,0.00575023,,,,,0.75,0.007785558,,,,,0.53125,0.008580371,,,,,0.6875,0.006896474,,,
0.671875,0.007022248,,,,,0.5625,0.010200182,,,,,0.53125,0.010332085,,,,,0.59375,0.00777662,,,
0.713541687,0.006330656,,,,,0.552083373,0.009586693,,,,,0.541666687,0.010205062,,,,,0.549738228,0.008732598,,,
0.69140625,0.00653169,,,,,0.552941203,0.009372921,,,,,0.53125,0.010106768,,,,,0.600000024,0.007931822,,,
0.681250036,0.006469521,,,,,0.561128497,0.00921418,,,,,0.534375012,0.00998138,,,,,0.620689631,0.007835541,,,
0.6796875,0.006340261,,,,,0.558746755,0.009332208,,,,,0.526041687,0.010015763,,,,,0.610966086,0.008051929,,,
0.685267866,0.006463769,,,,,0.53914988,0.009418148,,,,,0.525727093,0.009925136,,,,,0.601789713,0.007956891,,,
0.68359375,0.006478029,,,,,0.530332685,0.009890065,,,,,0.526418805,0.009889014,,,,,0.602739692,0.007879826,,,
0.689236104,0.006372607,,,,,0.537391305,0.009858835,,,,,0.518260896,0.009875476,,,,,0.59826088,0.007885574,,,
0.685937524,0.006393235,,,,,0.532081366,0.010128857,,,,,0.505477309,0.01012742,,,,,0.607198715,0.007683919,,,
0.684659123,0.00649383,,,,,0.539118052,0.010080339,,,,,0.499288768,0.010134717,,,,,0.611664295,0.007607734,,,
0.689700127,0.006405651,,,,,0.539765298,0.009991702,,,,,0.49674055,0.010120957,,,,,0.619295955,0.007505373,,,
0.765625,0.005656375,,,,,0.71875,0.006942095,,,,,0.515625,0.007757577,,,,,0.734375,0.006408157,,,
0.65625,0.0063793,,,,,0.5546875,0.009617834,,,,,0.5,0.009543919,,,,,0.6484375,0.007132813,,,
0.703125,0.005761377,,,,,0.541666687,0.009238521,,,,,0.520833373,0.009502367,,,,,0.591623068,0.007928907,,,
0.6796875,0.005961221,,,,,0.53725493,0.009120995,,,,,0.51953125,0.0093831,,,,,0.615686297,0.00730643,,,
0.684374988,0.005814043,,,,,0.548589349,0.008972986,,,,,0.540625036,0.009367378,,,,,0.6426332,0.007109129,,,
0.6875,0.005619879,,,,,0.556135774,0.009058107,,,,,0.5234375,0.009425951,,,,,0.647519588,0.007235077,,,
0.691964328,0.005764061,,,,,0.543624163,0.009127159,,,,,0.525727093,0.009346257,,,,,0.637583911,0.007175141,,,
0.701171875,0.005804535,,,,,0.532289624,0.00947536,,,,,0.538160443,0.009277053,,,,,0.632093906,0.007185936,,,
0.706597209,0.005695169,,,,,0.542608678,0.009417477,,,,,0.528695643,0.009268011,,,,,0.624347866,0.0071508,,,
0.701562524,0.005727269,,,,,0.535211265,0.009738594,,,,,0.514866948,0.009515767,,,,,0.632237852,0.006987403,,,
0.700284123,0.005864146,,,,,0.526315808,0.009739761,,,,,0.507823586,0.009532454,,,,,0.634423912,0.006962397,,,
0.706649244,0.005763049,,,,,0.531942606,0.009637556,,,,,0.508474588,0.009510673,,,,,0.642764032,0.006859199,,,
0.734375,0.005360886,,,,,0.796875,0.006657959,,,,,0.59375,0.007155697,,,,,0.75,0.005602917,,,
0.6796875,0.005790131,,,,,0.609375,0.008968873,,,,,0.5546875,0.008834303,,,,,0.7109375,0.006623767,,,
0.713541687,0.00534328,,,,,0.59375,0.008489482,,,,,0.552083373,0.009038923,,,,,0.670157075,0.007082043,,,
0.68359375,0.00547851,,,,,0.588235319,0.008354179,,,,,0.55078125,0.008977314,,,,,0.694117665,0.006539208,,,
0.684374988,0.005360191,,,,,0.5893417,0.008429379,,,,,0.5625,0.008985457,,,,,0.70532912,0.006399857,,,
0.692708373,0.005173934,,,,,0.597911239,0.008694559,,,,,0.544270873,0.00906585,,,,,0.697127938,0.006559621,,,
0.698660731,0.005275692,,,,,0.579418361,0.008972467,,,,,0.545861304,0.008973156,,,,,0.689038038,0.006530448,,,
0.70703125,0.005344733,,,,,0.573385537,0.009150152,,,,,0.561643839,0.00891011,,,,,0.677103698,0.006572149,,,
0.710069478,0.005261278,,,,,0.572173953,0.009061697,,,,,0.556521773,0.008895189,,,,,0.667826116,0.006623608,,,
0.7109375,0.005254337,,,,,0.56807512,0.009201307,,,,,0.547730803,0.009129327,,,,,0.674491405,0.00645747,,,
0.710227311,0.005403463,,,,,0.556187749,0.009182354,,,,,0.539118052,0.009114234,,,,,0.674253166,0.0064171,,,
0.71707952,0.005317734,,,,,0.551499367,0.009151053,,,,,0.537157774,0.009093601,,,,,0.67926985,0.006378391,,,
0.8125,0.004326913,,,,,0.625,0.007374123,,,,,0.53125,0.007087776,,,,,0.703125,0.005145204,,,
0.7265625,0.004997164,,,,,0.546875,0.009167557,,,,,0.5078125,0.008414367,,,,,0.671875,0.006023013,,,
0.703125,0.005165422,,,,,0.572916687,0.008291373,,,,,0.520833373,0.008786417,,,,,0.643979073,0.006460972,,,
0.6875,0.005107637,,,,,0.576470613,0.008055598,,,,,0.5390625,0.008686591,,,,,0.65882355,0.00617591,,,
0.690625012,0.005009199,,,,,0.579937279,0.007883883,,,,,0.556250036,0.00861465,,,,,0.689655185,0.00597388,,,
0.6953125,0.004950772,,,,,0.590078354,0.00806657,,,,,0.544270873,0.00867717,,,,,0.689295053,0.006164843,,,
0.70312506,0.00503878,,,,,0.574944079,0.00826473,,,,,0.541387022,0.008617602,,,,,0.686800897,0.006241011,,,
0.712890625,0.005044529,,,,,0.569471598,0.008474563,,,,,0.542074382,0.008635309,,,,,0.675146759,0.006283111,,,
0.715277791,0.005021061,,,,,0.570434809,0.008431762,,,,,0.537391305,0.008661118,,,,,0.667826116,0.00623508,,,
0.714062512,0.005025162,,,,,0.574334919,0.008524768,,,,,0.536776185,0.008848206,,,,,0.674491405,0.006090138,,,
0.713068187,0.00507443,,,,,0.587482214,0.008432164,,,,,0.536273122,0.008737886,,,,,0.677098155,0.006063497,,,
0.714471936,0.005035292,,,,,0.595827878,0.008385119,,,,,0.537157774,0.008703002,,,,,0.683181226,0.006046828,,,
0.765625,0.004340547,,,,,0.75,0.006181455,,,,,0.515625,0.006863631,,,,,0.765625,0.00459888,,,
0.6796875,0.004788558,,,,,0.6328125,0.00820531,,,,,0.515625,0.008118868,,,,,0.6875,0.005678062,,,
0.671875,0.005114126,,,,,0.640625,0.007595439,,,,,0.505208373,0.008856275,,,,,0.654450297,0.006536663,,,
0.66796875,0.005281407,,,,,0.639215708,0.007502915,,,,,0.515625,0.008762823,,,,,0.686274529,0.005873111,,,
0.6875,0.004961831,,,,,0.630094051,0.007301875,,,,,0.53125,0.008507761,,,,,0.695924759,0.005750871,,,
0.692708373,0.00477451,,,,,0.637075722,0.007429192,,,,,0.533854187,0.008418161,,,,,0.668407321,0.006400631,,,
0.696428597,0.00500346,,,,,0.61521256,0.007525642,,,,,0.541387022,0.008286155,,,,,0.671140969,0.006302182,,,
0.697265625,0.005068727,,,,,0.602739692,0.007805798,,,,,0.538160443,0.008309133,,,,,0.671232879,0.006258345,,,
0.704861104,0.004921236,,,,,0.601739168,0.00773834,,,,,0.535652161,0.008388906,,,,,0.655652165,0.006328904,,,
0.703125,0.004884757,,,,,0.600938976,0.007826892,,,,,0.532081366,0.008609876,,,,,0.663536787,0.006236469,,,
0.700284123,0.005014342,,,,,0.607396841,0.007757113,,,,,0.544807971,0.008459632,,,,,0.665718317,0.006192615,,,
0.711864412,0.004895111,,,,,0.615384579,0.007737851,,,,,0.547587991,0.008446873,,,,,0.667535841,0.006220015,,,
0.796875,0.003576708,,,,,0.734375,0.005243104,,,,,0.65625,0.006586587,,,,,0.8125,0.005015874,,,
0.7109375,0.004478752,,,,,0.6015625,0.007726585,,,,,0.6328125,0.007256699,,,,,0.7421875,0.005567892,,,
0.744791687,0.004125414,,,,,0.609375,0.007213524,,,,,0.578125,0.007857844,,,,,0.685863853,0.006152281,,,
0.71875,0.004135283,,,,,0.611764729,0.007119628,,,,,0.57421875,0.007924138,,,,,0.701960802,0.005821919,,,
0.734375,0.00402348,,,,,0.617554843,0.006961968,,,,,0.5625,0.007851922,,,,,0.711598754,0.005623411,,,
0.75,0.003921461,,,,,0.624020875,0.007099066,,,,,0.565104187,0.00782802,,,,,0.702349901,0.005901109,,,
0.754464328,0.004034285,,,,,0.612975419,0.007162752,,,,,0.57718122,0.007661965,,,,,0.702460825,0.005980151,,,
0.759765625,0.004015951,,,,,0.600782752,0.00739639,,,,,0.575342476,0.007625854,,,,,0.702544034,0.005863401,,,
0.767361104,0.00392189,,,,,0.601739168,0.007327363,,,,,0.579130471,0.007595047,,,,,0.693913043,0.005824959,,,
0.765625,0.003903477,,,,,0.596244097,0.007439631,,,,,0.577464759,0.007813588,,,,,0.690140843,0.005722615,,,
0.764204562,0.003967795,,,,,0.598861992,0.007381571,,,,,0.586059749,0.00768204,,,,,0.694167852,0.005609952,,,
0.766623199,0.003887592,,,,,0.606258154,0.007353787,,,,,0.588005185,0.007712829,,,,,0.701434135,0.005536543,,,
0.84375,0.003420836,,,,,0.734375,0.00497333,,,,,0.625,0.006439936,,,,,0.71875,0.004691492,,,
0.8046875,0.00364642,,,,,0.6171875,0.00704465,,,,,0.640625,0.006893761,,,,,0.734375,0.004840603,,,
0.791666687,0.003578256,,,,,0.625,0.006644972,,,,,0.635416687,0.006946983,,,,,0.717277467,0.005248553,,,
0.765625,0.003788994,,,,,0.615686297,0.006636221,,,,,0.640625,0.006985568,,,,,0.725490212,0.004975539,,,
0.78125,0.003612303,,,,,0.626959205,0.00653236,,,,,0.628125012,0.006935551,,,,,0.739811897,0.004930192,,,
0.78125,0.00349865,,,,,0.639686704,0.006696154,,,,,0.627604187,0.006955668,,,,,0.725848556,0.005139233,,,
0.776785731,0.003654364,,,,,0.637583911,0.006780038,,,,,0.63534677,0.006860216,,,,,0.733780742,0.005051878,,,
0.78125,0.003649363,,,,,0.628180027,0.006905738,,,,,0.632093906,0.006876051,,,,,0.735812128,0.00501124,,,
0.788194478,0.003544177,,,,,0.633043468,0.006815987,,,,,0.64173913,0.006881785,,,,,0.739130437,0.004975502,,,
0.784375012,0.003560131,,,,,0.629107952,0.006950791,,,,,0.635367751,0.007105775,,,,,0.743348956,0.004827112,,,
0.784090936,0.003635522,,,,,0.630156457,0.006923942,,,,,0.638691306,0.006997827,,,,,0.748221874,0.004764894,,,
0.784876108,0.003561124,,,,,0.632333755,0.006890167,,,,,0.64146024,0.007001675,,,,,0.753585398,0.004727547,,,
0.859375,0.002939846,,,,,0.796875,0.004942738,,,,,0.734375,0.005573527,,,,,0.828125,0.003585185,,,
0.7734375,0.003461428,,,,,0.65625,0.006450652,,,,,0.734375,0.00614204,,,,,0.796875,0.003831419,,,
0.776041687,0.003247173,,,,,0.65625,0.005999309,,,,,0.703125,0.006222437,,,,,0.780104697,0.004350831,,,
0.7578125,0.003414902,,,,,0.643137276,0.005999001,,,,,0.6875,0.006380529,,,,,0.792156935,0.004033145,,,
0.784375012,0.003226915,,,,,0.648902833,0.005957666,,,,,0.675000012,0.006317328,,,,,0.802507818,0.003933959,,,
0.791666687,0.003157144,,,,,0.657963455,0.006165895,,,,,0.669270873,0.006336809,,,,,0.796344638,0.004149646,,,
0.790178597,0.003266796,,,,,0.655480981,0.006308596,,,,,0.677852333,0.006277758,,,,,0.791946292,0.004120205,,,
0.79296875,0.003264953,,,,,0.655577302,0.00637877,,,,,0.671232879,0.006315409,,,,,0.788649678,0.004154804,,,
0.796875,0.003200551,,,,,0.659130454,0.006282412,,,,,0.674782634,0.006351531,,,,,0.779130459,0.004147304,,,
0.796875,0.003174308,,,,,0.657276988,0.006383775,,,,,0.663536787,0.006580002,,,,,0.78560251,0.004024191,,,
0.796875,0.003244131,,,,,0.64864862,0.006377378,,,,,0.665718317,0.00648693,,,,,0.789473653,0.003960793,,,
0.803129077,0.003163822,,,,,0.64797914,0.006374043,,,,,0.670143425,0.006470676,,,,,0.792698801,0.003977862,,,
0.828125,0.002689201,,,,,0.796875,0.004860457,,,,,0.703125,0.005054509,,,,,0.875,0.00305213,,,
0.8515625,0.002814709,,,,,0.640625,0.006117353,,,,,0.7109375,0.005660425,,,,,0.84375,0.00344013,,,
0.838541687,0.002723126,,,,,0.671875,0.005669069,,,,,0.6875,0.005797627,,,,,0.811518312,0.003908178,,,
0.8125,0.00276357,,,,,0.65882355,0.005655487,,,,,0.6796875,0.006047789,,,,,0.82745105,0.003654314,,,
0.828125,0.002676299,,,,,0.667711556,0.00557213,,,,,0.671875,0.0059765,,,,,0.836990595,0.003579766,,,
0.828125,0.002636333,,,,,0.676240206,0.005767978,,,,,0.666666687,0.005998195,,,,,0.827676237,0.003889942,,,
0.825892866,0.002753092,,,,,0.671140969,0.005941574,,,,,0.67337805,0.005974166,,,,,0.821029067,0.003853076,,,
0.828125,0.002711998,,,,,0.665362,0.006012941,,,,,0.669275939,0.006042056,,,,,0.819960833,0.003878609,,,
0.833333313,0.002660466,,,,,0.664347827,0.005956132,,,,,0.66956526,0.006060574,,,,,0.808695674,0.00385787,,,
0.8359375,0.002656286,,,,,0.668231606,0.006028125,,,,,0.661971807,0.006280707,,,,,0.807511747,0.003753361,,,
0.833806872,0.002718,,,,,0.661450922,0.005992877,,,,,0.664295852,0.0062121,,,,,0.810810804,0.003696601,,,
0.837027371,0.002658846,,,,,0.659713149,0.006000858,,,,,0.668839633,0.00617726,,,,,0.813559294,0.003718741,,,
0.90625,0.002401539,,,,,0.796875,0.004397555,,,,,0.6875,0.004756845,,,,,0.8125,0.00292666,,,
0.890625,0.002480654,,,,,0.6484375,0.005496204,,,,,0.6796875,0.005512005,,,,,0.8359375,0.003027405,,,
0.869791687,0.002442924,,,,,0.682291687,0.005252553,,,,,0.651041687,0.005620829,,,,,0.821989536,0.003465729,,,
0.84375,0.002506646,,,,,0.670588255,0.00541691,,,,,0.64453125,0.005900898,,,,,0.819607913,0.003359109,,,
0.853125036,0.002417115,,,,,0.680250764,0.005212875,,,,,0.643750012,0.005843275,,,,,0.827586174,0.003301168,,,
0.8515625,0.002365153,,,,,0.694516957,0.005302761,,,,,0.645833373,0.00586956,,,,,0.825065315,0.00352191,,,
0.852678597,0.002447271,,,,,0.691275179,0.005462064,,,,,0.655480981,0.005907747,,,,,0.825503349,0.003481858,,,
0.85546875,0.002408294,,,,,0.681017637,0.005559582,,,,,0.651663423,0.006030938,,,,,0.818003893,0.003522643,,,
0.859375,0.002356961,,,,,0.681739151,0.005553626,,,,,0.659130454,0.005977955,,,,,0.817391336,0.0034957,,,
0.859375,0.002351452,,,,,0.683881044,0.005643262,,,,,0.655712068,0.00618682,,,,,0.815336466,0.003396968,,,
0.856534123,0.002401198,,,,,0.689900398,0.005589386,,,,,0.650071144,0.006186358,,,,,0.820768118,0.003331178,,,
0.857887864,0.002362625,,,,,0.689700127,0.005544915,,,,,0.654498041,0.006141385,,,,,0.822685778,0.003336612,,,
0.90625,0.002013763,,,,,0.828125,0.003836564,,,,,0.6875,0.004826073,,,,,0.859375,0.002614402,,,
0.890625,0.002155665,,,,,0.6953125,0.004903091,,,,,0.6484375,0.006021846,,,,,0.8515625,0.002800687,,,
0.875,0.002181743,,,,,0.713541687,0.004677032,,,,,0.640625,0.005924441,,,,,0.827225149,0.003196871,,,
0.8515625,0.00230168,,,,,0.701960802,0.004803148,,,,,0.64453125,0.006065512,,,,,0.82745105,0.003049451,,,
0.862500012,0.002184911,,,,,0.708463907,0.004673761,,,,,0.646875024,0.006078324,,,,,0.836990595,0.003015033,,,
0.859375,0.002145163,,,,,0.720626652,0.004771069,,,,,0.645833373,0.006125574,,,,,0.830287218,0.003228659,,,
0.861607194,0.002211019,,,,,0.713646531,0.004914801,,,,,0.657718122,0.00600526,,,,,0.829977632,0.00318834,,,
0.86328125,0.002177839,,,,,0.710371792,0.004992722,,,,,0.661448121,0.006237155,,,,,0.825831711,0.003232844,,,
0.866319478,0.002128517,,,,,0.711304367,0.005012182,,,,,0.662608683,0.006211419,,,,,0.822608709,0.003220935,,,
0.868750036,0.002115427,,,,,0.71205008,0.005055852,,,,,0.660406888,0.006338957,,,,,0.826291084,0.003137802,,,
0.866477311,0.002158437,,,,,0.714082479,0.005025365,,,,,0.64580369,0.006368861,,,,,0.830725431,0.003080759,,,
0.873533249,0.002115424,,,,,0.714471936,0.004988211,,,,,0.645371556,0.006512913,,,,,0.833115995,0.003078685,,,
0.90625,0.001813704,,,,,0.828125,0.003475755,,,,,0.625,0.006444524,,,,,0.859375,0.002355763,,,
0.8828125,0.00197951,,,,,0.671875,0.004780328,,,,,0.5703125,0.006890483,,,,,0.8671875,0.002567931,,,
0.864583373,0.002043564,,,,,0.713541687,0.004386195,,,,,0.583333373,0.007324141,,,,,0.842931926,0.002960134,,,
0.8515625,0.002163381,,,,,0.713725507,0.004426871,,,,,0.6171875,0.006904225,,,,,0.843137324,0.002817875,,,
0.865625024,0.002037831,,,,,0.70532912,0.00446489,,,,,0.631250024,0.006524913,,,,,0.85266453,0.002762557,,,
0.8671875,0.002012302,,,,,0.718015671,0.004549283,,,,,0.635416687,0.006629946,,,,,0.845952988,0.002971716,,,
0.866071463,0.002047325,,,,,0.709172249,0.004701073,,,,,0.633109629,0.006651134,,,,,0.843400478,0.002934379,,,
0.865234375,0.002009304,,,,,0.706457913,0.004737435,,,,,0.628180027,0.006790392,,,,,0.83365947,0.002994633,,,
0.869791687,0.001973202,,,,,0.713043511,0.004710662,,,,,0.631304383,0.006690757,,,,,0.8347826,0.00297922,,,
0.871874988,0.001952392,,,,,0.713615,0.00476096,,,,,0.630672932,0.006844401,,,,,0.837245703,0.002901684,,,
0.872159123,0.001984234,,,,,0.709815085,0.004776492,,,,,0.638691306,0.006693298,,,,,0.843527734,0.002866079,,,
0.878748357,0.001936778,,,,,0.711864412,0.004752018,,,,,0.642764032,0.00658564,,,,,0.847457588,0.002869025,,,
0.875,0.001630506,,,,,0.765625,0.003327449,,,,,0.671875,0.005105256,,,,,0.921875,0.002089039,,,
0.8984375,0.001734769,,,,,0.609375,0.005088622,,,,,0.6328125,0.006035698,,,,,0.8984375,0.002402551,,,
0.885416687,0.001810468,,,,,0.677083373,0.004472899,,,,,0.614583373,0.006197605,,,,,0.863874376,0.002828424,,,
0.8828125,0.001862829,,,,,0.686274529,0.004402121,,,,,0.640625,0.006216506,,,,,0.858823597,0.002658142,,,
0.896875024,0.001770236,,,,,0.680250764,0.004585357,,,,,0.643750012,0.006136528,,,,,0.865203738,0.002611704,,,
0.8984375,0.001761659,,,,,0.697127938,0.004622011,,,,,0.638020873,0.006019045,,,,,0.856396854,0.002866197,,,
0.897321463,0.001778702,,,,,0.686800897,0.004720026,,,,,0.646532416,0.0059728,,,,,0.861297548,0.002799743,,,
0.8984375,0.001738149,,,,,0.679060638,0.004870195,,,,,0.651663423,0.006013972,,,,,0.857142866,0.002869881,,,
0.899305582,0.001726636,,,,,0.683478296,0.004809071,,,,,0.652173936,0.006024192,,,,,0.860869586,0.002836661,,,
0.900000036,0.001717692,,,,,0.691705763,0.004798522,,,,,0.654147089,0.006187414,,,,,0.863849759,0.00275663,,,
0.899147749,0.001736858,,,,,0.68136555,0.004872917,,,,,0.658605993,0.006090557,,,,,0.864864826,0.002742929,,,
0.903520167,0.001697097,,,,,0.676662326,0.004894021,,,,,0.658409357,0.006166934,,,,,0.863102973,0.00277544,,,
0.84375,0.001721704,,,,,0.796875,0.003302564,,,,,0.53125,0.006296879,,,,,0.9375,0.001900093,,,
0.890625,0.001651783,,,,,0.65625,0.005253316,,,,,0.640625,0.005859634,,,,,0.90625,0.002131175,,,
0.885416687,0.001683188,,,,,0.6875,0.004565157,,,,,0.671875,0.005426625,,,,,0.863874376,0.002605246,,,
0.89453125,0.001696266,,,,,0.694117665,0.004451046,,,,,0.703125,0.005381233,,,,,0.862745166,0.002475493,,,
0.903124988,0.001635978,,,,,0.692789972,0.004360785,,,,,0.665625036,0.00561268,,,,,0.865203738,0.002450766,,,
0.903645873,0.001615286,,,,,0.691906035,0.004617121,,,,,0.658854187,0.005590058,,,,,0.851174951,0.002765988,,,
0.899553597,0.00163687,,,,,0.677852333,0.004816154,,,,,0.67337805,0.005485926,,,,,0.863534689,0.002700699,,,
0.900390625,0.001588217,,,,,0.671232879,0.004903716,,,,,0.673189819,0.005496084,,,,,0.861056745,0.002752517,,,
0.901041687,0.001576082,,,,,0.667826116,0.004950378,,,,,0.681739151,0.005513471,,,,,0.862608731,0.002737106,,,
0.8984375,0.001604465,,,,,0.669796526,0.00500842,,,,,0.682316124,0.005675598,,,,,0.866979659,0.002657791,,,
0.899147749,0.001610649,,,,,0.682788014,0.004886602,,,,,0.682788014,0.005568499,,,,,0.867709816,0.002634008,,,
0.906127751,0.001567458,,,,,0.683181226,0.00487596,,,,,0.689700127,0.00551874,,,,,0.864406765,0.002695368,,,
0.859375,0.002005695,,,,,0.734375,0.004650253,,,,,0.75,0.00383301,,,,,0.890625,0.002087596,,,
0.890625,0.001815758,,,,,0.7109375,0.005076619,,,,,0.7734375,0.004455229,,,,,0.875,0.00217777,,,
0.880208373,0.001747875,,,,,0.723958373,0.004368728,,,,,0.755208373,0.004485432,,,,,0.863874376,0.002529311,,,
0.8828125,0.001762853,,,,,0.713725507,0.00452713,,,,,0.75,0.00462874,,,,,0.866666734,0.002435307,,,
0.881250024,0.001745333,,,,,0.717868328,0.004282951,,,,,0.768750012,0.004518756,,,,,0.877742946,0.002395505,,,
0.888020873,0.001660239,,,,,0.731070518,0.004258933,,,,,0.765625,0.004581947,,,,,0.861618817,0.002646621,,,
0.881696463,0.001672938,,,,,0.718120813,0.004438261,,,,,0.767337799,0.004546594,,,,,0.854586124,0.002676086,,,
0.8828125,0.001678236,,,,,0.708414853,0.004711388,,,,,0.769080222,0.004654997,,,,,0.843444228,0.002710454,,,
0.888888896,0.001622008,,,,,0.71652174,0.004571624,,,,,0.768695652,0.004694353,,,,,0.845217407,0.002705055,,,
0.884375036,0.001654495,,,,,0.719874799,0.004527404,,,,,0.766823173,0.00488925,,,,,0.848200321,0.002641477,,,
0.883522749,0.00167566,,,,,0.726884782,0.004442915,,,,,0.765291572,0.004817774,,,,,0.850640118,0.002600317,,,
0.887874842,0.00163718,,,,,0.724902213,0.004409933,,,,,0.761408091,0.004847701,,,,,0.851368964,0.002627958,,,
0.84375,0.001659058,,,,,0.75,0.00316141,,,,,0.734375,0.00429038,,,,,0.8125,0.002571522,,,
0.859375,0.00187184,,,,,0.6875,0.004281581,,,,,0.7421875,0.004566834,,,,,0.8203125,0.002636676,,,
0.84375,0.002069054,,,,,0.71875,0.003990083,,,,,0.729166687,0.004486852,,,,,0.806282759,0.002843715,,,
0.85546875,0.002045189,,,,,0.729411781,0.00395274,,,,,0.734375,0.004579569,,,,,0.819607913,0.00274179,,,
0.837500036,0.00210828,,,,,0.749216259,0.003825971,,,,,0.737500012,0.00454465,,,,,0.836990595,0.002686312,,,
0.846354187,0.002029328,,,,,0.762402117,0.003828153,,,,,0.734375,0.00458586,,,,,0.8328982,0.002853262,,,
0.852678597,0.001977202,,,,,0.74944073,0.003930233,,,,,0.742729306,0.004502543,,,,,0.82774049,0.002914688,,,
0.857421875,0.00199364,,,,,0.741682947,0.003997399,,,,,0.739726007,0.004569982,,,,,0.816046953,0.002939245,,,
0.862847209,0.001914024,,,,,0.747826099,0.003959078,,,,,0.751304388,0.004566967,,,,,0.824347854,0.002896323,,,
0.854687512,0.001973569,,,,,0.744913936,0.003995739,,,,,0.751173675,0.004763592,,,,,0.827856004,0.00283691,,,
0.857954562,0.001929173,,,,,0.749644399,0.003962927,,,,,0.749644399,0.004689411,,,,,0.833570421,0.002802676,,,
0.851368964,0.002086793,,,,,0.75488919,0.003929383,,,,,0.749674022,0.004693877,,,,,0.839634955,0.00277623,,,
0.84375,0.001699357,,,,,0.8125,0.002745636,,,,,0.75,0.003516314,,,,,0.859375,0.002496402,,,
0.8828125,0.001628236,,,,,0.7109375,0.003876662,,,,,0.7734375,0.004016446,,,,,0.828125,0.00268819,,,
0.848958373,0.002177852,,,,,0.760416687,0.00344009,,,,,0.760416687,0.004080438,,,,,0.795811534,0.002886891,,,
0.80859375,0.003126196,,,,,0.752941251,0.003536711,,,,,0.76171875,0.004179498,,,,,0.796078503,0.002836868,,,
0.834375024,0.002739846,,,,,0.758620679,0.003487224,,,,,0.765625,0.004129609,,,,,0.786833823,0.002918024,,,
0.817708373,0.00286665,,,,,0.765013039,0.003532689,,,,,0.763020873,0.004184445,,,,,0.793733716,0.003001394,,,
0.792410731,0.003068693,,,,,0.767337799,0.003629467,,,,,0.767337799,0.004159246,,,,,0.789709151,0.003029398,,,
0.794921875,0.002991698,,,,,0.765166342,0.003634727,,,,,0.761252463,0.004268924,,,,,0.796477497,0.003027516,,,
0.8125,0.002779926,,,,,0.765217423,0.003590107,,,,,0.770434797,0.004284366,,,,,0.772173941,0.003151685,,,
0.809374988,0.003010684,,,,,0.762128294,0.003609907,,,,,0.769953072,0.004488692,,,,,0.78247261,0.003040421,,,
0.8125,0.003079468,,,,,0.768136561,0.003560813,,,,,0.768136561,0.004423249,,,,,0.789473653,0.003015674,,,
0.822685778,0.00291558,,,,,0.769230783,0.003542346,,,,,0.767926991,0.004444524,,,,,0.791395009,0.003069247,,,
0.84375,0.001981587,,,,,0.875,0.002548889,,,,,0.765625,0.003392674,,,,,0.859375,0.002650195,,,
0.7421875,0.00323049,,,,,0.78125,0.003255822,,,,,0.7890625,0.003917925,,,,,0.8046875,0.003257229,,,
0.776041687,0.002774584,,,,,0.807291687,0.002904807,,,,,0.770833373,0.003967362,,,,,0.780104697,0.00344911,,,
0.78515625,0.002870396,,,,,0.800000072,0.002921749,,,,,0.78125,0.004089331,,,,,0.772549093,0.003801665,,,
0.796875,0.002728311,,,,,0.808777392,0.00288125,,,,,0.784375012,0.004021131,,,,,0.777429461,0.003609959,,,
0.791666687,0.002892933,,,,,0.812010467,0.002988331,,,,,0.78125,0.00407037,,,,,0.767624021,0.003719926,,,
0.790178597,0.002950043,,,,,0.803131998,0.003140285,,,,,0.780760646,0.004038906,,,,,0.753915012,0.003767892,,,
0.791015625,0.002828716,,,,,0.800391376,0.003144359,,,,,0.7749511,0.004125989,,,,,0.755381584,0.003726884,,,
0.800347209,0.002746371,,,,,0.805217385,0.003067486,,,,,0.782608688,0.004167631,,,,,0.747826099,0.003754203,,,
0.806250036,0.002696517,,,,,0.799687028,0.003087641,,,,,0.780907631,0.004374895,,,,,0.751173675,0.003735306,,,
0.799715936,0.002772861,,,,,0.80654335,0.003058626,,,,,0.778093874,0.004312304,,,,,0.751066864,0.00370835,,,
0.805736601,0.002750537,,,,,0.804432869,0.003061866,,,,,0.778357208,0.004330217,,,,,0.758800507,0.00371848,,,
