Accuracy,loss,,,,,,Accuracy,loss,,,,,,,Accuracy,loss,,,,,Accuracy,loss,,,
0.84375,0.001906539,,,,,,0.848958373,0.002512461,,,,,,,0.717277467,0.005768455,,,,,0.821989536,0.003845568,,,
0.790575922,0.002469867,,,,,,0.8203125,0.002708625,,,,,,,0.717647076,0.005717708,,,,,0.80392164,0.004492148,,,
0.756862819,0.002910908,,,,,,0.824999988,0.002619375,,,,,,,0.70532912,0.005930132,,,,,0.815047026,0.004161603,,,
0.746081471,0.003584408,,,,,,0.828125,0.002560378,,,,,,,0.702349901,0.005936543,,,,,0.825065315,0.004193005,,,
0.757180154,0.003412517,,,,,,0.82774049,0.00256385,,,,,,,0.702460825,0.00591792,,,,,0.829977632,0.003982104,,,
0.760626376,0.003418204,,,,,,0.83365947,0.002559681,,,,,,,0.706457913,0.005855391,,,,,0.827788651,0.003884836,,,
0.784735799,0.0031819,,,,,,0.8347826,0.002560769,,,,,,,0.713043511,0.005691939,,,,,0.817391336,0.003891962,,,
0.796521783,0.003150172,,,,,,0.827856004,0.002594089,,,,,,,0.7167449,0.005588864,,,,,0.818466365,0.003936948,,,
0.791862249,0.003179172,,,,,,0.816500723,0.002654079,,,,,,,0.722617328,0.00551693,,,,,0.825035572,0.003813909,,,
0.783783793,0.00351143,,,,,,0.810951769,0.00270087,,,,,,,0.726206005,0.005406582,,,,,0.820078194,0.003963668,,,
0.778357208,0.003552738,,,,,,0.765625,0.00325913,,,,,,,0.765625,0.003843643,,,,,0.828125,0.004246072,,,
0.671875,0.005273321,,,,,,0.7578125,0.003476346,,,,,,,0.6796875,0.005505542,,,,,0.842519701,0.003717433,,,
0.75,0.003785095,,,,,,0.796875,0.002928129,,,,,,,0.6806283,0.005543818,,,,,0.827225149,0.003741651,,,
0.785340309,0.003240603,,,,,,0.796875,0.003180832,,,,,,,0.686274529,0.0054273,,,,,0.811764777,0.004389954,,,
0.749019623,0.003423899,,,,,,0.800000012,0.003077185,,,,,,,0.717868328,0.005454391,,,,,0.8213166,0.004059478,,,
0.730407476,0.003844015,,,,,,0.791666687,0.003001426,,,,,,,0.7336815,0.005191475,,,,,0.830287218,0.004087875,,,
0.728459537,0.003773282,,,,,,0.774049222,0.003157701,,,,,,,0.736017883,0.005039306,,,,,0.832214773,0.003885381,,,
0.720357955,0.004183556,,,,,,0.77886498,0.003026278,,,,,,,0.735812128,0.004940293,,,,,0.829745591,0.003780924,,,
0.727984309,0.004130387,,,,,,0.787826121,0.002923472,,,,,,,0.728695691,0.004939836,,,,,0.81913048,0.003787737,,,
0.733913064,0.004281341,,,,,,0.78560251,0.002940162,,,,,,,0.733959317,0.004926017,,,,,0.820031285,0.003830001,,,
0.744913936,0.004084624,,,,,,0.778093874,0.003083656,,,,,,,0.732574701,0.004940069,,,,,0.826458037,0.003708613,,,
0.748221874,0.003986886,,,,,,0.779661,0.003041689,,,,,,,0.740547597,0.00478594,,,,,0.821381986,0.003856767,,,
0.752281606,0.00389009,,,,,,0.78125,0.002433072,,,,,,,0.71875,0.004209379,,,,,0.828125,0.004137604,,,
0.8125,0.002774971,,,,,,0.734375,0.003774859,,,,,,,0.734375,0.004598637,,,,,0.842519701,0.003611243,,,
0.828125,0.002384084,,,,,,0.744791687,0.003985837,,,,,,,0.738219917,0.004829168,,,,,0.827225149,0.003635765,,,
0.842931926,0.002410451,,,,,,0.78125,0.003463131,,,,,,,0.772549093,0.004594376,,,,,0.811764777,0.004291301,,,
0.839215755,0.002501189,,,,,,0.75,0.003697361,,,,,,,0.783699036,0.004725321,,,,,0.8213166,0.003963858,,,
0.827586174,0.002570977,,,,,,0.747395873,0.003796368,,,,,,,0.778067887,0.004680308,,,,,0.830287218,0.003991935,,,
0.8328982,0.00264773,,,,,,0.76957494,0.003536909,,,,,,,0.767337799,0.004723313,,,,,0.834451914,0.0037932,,,
0.838926196,0.002604652,,,,,,0.780821919,0.003378409,,,,,,,0.771037161,0.004596618,,,,,0.83170253,0.003685277,,,
0.845401168,0.002543881,,,,,,0.780869603,0.003362226,,,,,,,0.779130459,0.004420985,,,,,0.820869565,0.003691543,,,
0.841739178,0.002609829,,,,,,0.78716743,0.003248656,,,,,,,0.777777791,0.004433601,,,,,0.821596265,0.003732481,,,
0.843505442,0.002580689,,,,,,0.798008502,0.003116916,,,,,,,0.770981491,0.004531083,,,,,0.829302967,0.003613703,,,
0.843527734,0.002552706,,,,,,0.799217701,0.003109364,,,,,,,0.771838307,0.00444412,,,,,0.826597095,0.003758149,,,
0.852672756,0.002480192,,,,,,0.875,0.002289555,,,,,,,0.796875,0.003715681,,,,,0.828125,0.004017135,,,
0.890625,0.001979351,,,,,,0.890625,0.00188243,,,,,,,0.765625,0.004450348,,,,,0.842519701,0.003498461,,,
0.8828125,0.001936916,,,,,,0.916666687,0.001719786,,,,,,,0.764397919,0.004624598,,,,,0.832460761,0.003530457,,,
0.869109929,0.002033651,,,,,,0.89453125,0.001827284,,,,,,,0.776470661,0.004456667,,,,,0.819607913,0.004195976,,,
0.874509871,0.00199728,,,,,,0.875,0.002139088,,,,,,,0.786833823,0.004594128,,,,,0.827586174,0.003871975,,,
0.871473312,0.002108429,,,,,,0.875,0.002083805,,,,,,,0.785900772,0.004513692,,,,,0.835509181,0.003901054,,,
0.877284586,0.002019065,,,,,,0.874720335,0.002128723,,,,,,,0.780760646,0.004552273,,,,,0.838926196,0.003705336,,,
0.868008971,0.002094199,,,,,,0.880626202,0.002060318,,,,,,,0.782778859,0.004445566,,,,,0.83561641,0.003594506,,,
0.874755383,0.002039949,,,,,,0.883478284,0.002021213,,,,,,,0.782608688,0.004317811,,,,,0.829565227,0.003599483,,,
0.876521766,0.002085367,,,,,,0.882629097,0.00201877,,,,,,,0.777777791,0.004335632,,,,,0.830985904,0.003639703,,,
0.877934277,0.002057388,,,,,,0.870554745,0.002121858,,,,,,,0.77382648,0.004404943,,,,,0.837837815,0.003524123,,,
0.874822199,0.002065303,,,,,,0.861799181,0.002194961,,,,,,,0.775749683,0.004298922,,,,,0.834419787,0.003664699,,,
0.877444565,0.002022548,,,,,,0.890625,0.001451234,,,,,,,0.796875,0.00361937,,,,,0.828125,0.003888682,,,
0.859375,0.001754541,,,,,,0.8828125,0.001521557,,,,,,,0.78125,0.004087035,,,,,0.842519701,0.003380857,,,
0.8828125,0.001593712,,,,,,0.854166687,0.00185447,,,,,,,0.759162307,0.004364993,,,,,0.832460761,0.003421183,,,
0.858638763,0.001787798,,,,,,0.80078125,0.002311041,,,,,,,0.764705956,0.004259409,,,,,0.819607913,0.0041011,,,
0.874509871,0.001798433,,,,,,0.800000012,0.002381332,,,,,,,0.78996861,0.004362476,,,,,0.827586174,0.003782219,,,
0.877742946,0.001840832,,,,,,0.825520873,0.002270921,,,,,,,0.785900772,0.004301513,,,,,0.835509181,0.003814531,,,
0.885117531,0.001816249,,,,,,0.816554785,0.00238194,,,,,,,0.767337799,0.004448518,,,,,0.838926196,0.003622249,,,
0.874720335,0.001889994,,,,,,0.821917772,0.002333901,,,,,,,0.77690804,0.004340512,,,,,0.83561641,0.003509609,,,
0.880626202,0.001836341,,,,,,0.826086998,0.002296648,,,,,,,0.777391315,0.004222568,,,,,0.836521745,0.003512411,,,
0.871304393,0.001910272,,,,,,0.821596265,0.002363988,,,,,,,0.779342711,0.004224455,,,,,0.838810623,0.003552204,,,
0.866979659,0.001906861,,,,,,0.813655734,0.002435403,,,,,,,0.775248945,0.0042806,,,,,0.844950199,0.003439656,,,
0.864864826,0.00194347,,,,,,0.805736601,0.002545882,,,,,,,0.778357208,0.004164943,,,,,0.840938687,0.003577614,,,
0.865710557,0.001945111,,,,,,0.84375,0.002244699,,,,,,,0.703125,0.004659234,,,,,0.84375,0.003773795,,,
0.875,0.001877456,,,,,,0.8046875,0.002769475,,,,,,,0.71875,0.004729335,,,,,0.850393713,0.003276449,,,
0.8984375,0.001589615,,,,,,0.8125,0.002507421,,,,,,,0.717277467,0.004815791,,,,,0.848167539,0.00332147,,,
0.895287991,0.001659939,,,,,,0.78125,0.002708332,,,,,,,0.760784388,0.004504544,,,,,0.831372619,0.004015466,,,
0.905882418,0.001659416,,,,,,0.775000036,0.002870478,,,,,,,0.783699036,0.004551471,,,,,0.840125382,0.003701579,,,
0.902821302,0.001817351,,,,,,0.778645873,0.00278925,,,,,,,0.775456905,0.00447855,,,,,0.845952988,0.003737095,,,
0.908616185,0.001720582,,,,,,0.771812081,0.002822381,,,,,,,0.758389294,0.004657982,,,,,0.847874701,0.003548867,,,
0.90380311,0.001722173,,,,,,0.780821919,0.002820795,,,,,,,0.763209403,0.004549101,,,,,0.845401168,0.003435304,,,
0.906066537,0.001670549,,,,,,0.793043494,0.002729978,,,,,,,0.768695652,0.004422744,,,,,0.845217407,0.003435541,,,
0.900869608,0.001750583,,,,,,0.802816868,0.002617404,,,,,,,0.774647892,0.004410819,,,,,0.849765241,0.003473662,,,
0.899843514,0.001774198,,,,,,0.782361329,0.002875401,,,,,,,0.775248945,0.004448451,,,,,0.854907513,0.003363319,,,
0.897581756,0.001802483,,,,,,0.779661,0.003027058,,,,,,,0.779661,0.004314341,,,,,0.850065172,0.003499951,,,
0.89960885,0.001763482,,,,,,0.796875,0.002514296,,,,,,,0.703125,0.00445197,,,,,0.859375,0.003680412,,,
0.890625,0.001427044,,,,,,0.75,0.003654633,,,,,,,0.6953125,0.004944668,,,,,0.866141737,0.003190407,,,
0.9140625,0.001309947,,,,,,0.802083373,0.002977851,,,,,,,0.6806283,0.005102959,,,,,0.853403151,0.003236732,,,
0.879581153,0.001611718,,,,,,0.82421875,0.002703467,,,,,,,0.729411781,0.004787069,,,,,0.835294187,0.003942614,,,
0.874509871,0.001697435,,,,,,0.787500024,0.00306743,,,,,,,0.742946684,0.004789853,,,,,0.843260169,0.003631313,,,
0.880877733,0.001781192,,,,,,0.760416687,0.00328947,,,,,,,0.744125366,0.004656149,,,,,0.838120103,0.003668978,,,
0.885117531,0.001775694,,,,,,0.747203588,0.00341569,,,,,,,0.720357955,0.004905527,,,,,0.841163337,0.003485505,,,
0.874720335,0.001836538,,,,,,0.747553825,0.003337977,,,,,,,0.72015655,0.004869079,,,,,0.841487288,0.003371125,,,
0.880626202,0.001762385,,,,,,0.747826099,0.00338516,,,,,,,0.725217402,0.004825619,,,,,0.843478262,0.003369067,,,
0.878260911,0.0017956,,,,,,0.763693273,0.003217189,,,,,,,0.735524237,0.00478514,,,,,0.849765241,0.003404809,,,
0.877934277,0.001782987,,,,,,0.765291572,0.00319094,,,,,,,0.738264561,0.00480154,,,,,0.856329978,0.003295666,,,
0.876244664,0.001824984,,,,,,0.752281606,0.00346497,,,,,,,0.747066498,0.004650344,,,,,0.851368964,0.003432005,,,
0.877444565,0.001812011,,,,,,0.703125,0.003853781,,,,,,,0.671875,0.005202565,,,,,0.859375,0.003606606,,,
0.890625,0.001420014,,,,,,0.7734375,0.004201282,,,,,,,0.6328125,0.00597967,,,,,0.866141737,0.003121703,,,
0.9140625,0.001248501,,,,,,0.791666687,0.003949297,,,,,,,0.61780107,0.006073001,,,,,0.858638763,0.00316681,,,
0.900523543,0.00138769,,,,,,0.79296875,0.003925146,,,,,,,0.639215708,0.005711361,,,,,0.839215755,0.003881547,,,
0.909803987,0.001449394,,,,,,0.790625036,0.003707517,,,,,,,0.670846403,0.005590408,,,,,0.846394956,0.003570866,,,
0.902821302,0.001602039,,,,,,0.802083373,0.003494922,,,,,,,0.689295053,0.005292155,,,,,0.840731084,0.003609214,,,
0.908616185,0.001587092,,,,,,0.78747201,0.004067554,,,,,,,0.671140969,0.005468296,,,,,0.843400478,0.003430825,,,
0.908277392,0.001590566,,,,,,0.784735799,0.004286812,,,,,,,0.665362,0.005570946,,,,,0.843444228,0.003315236,,,
0.913894296,0.001542631,,,,,,0.780869603,0.004221909,,,,,,,0.659130454,0.005783027,,,,,0.845217407,0.003311803,,,
0.904347837,0.001611653,,,,,,0.78247261,0.004065585,,,,,,,0.669796526,0.005736874,,,,,0.851330221,0.003345215,,,
0.902973413,0.001624693,,,,,,0.769559026,0.004215677,,,,,,,0.674253166,0.005735921,,,,,0.857752502,0.003236506,,,
0.896159291,0.001705706,,,,,,0.766623199,0.004183686,,,,,,,0.691003919,0.00550568,,,,,0.852672756,0.003373225,,,
0.897001266,0.00171219,,,,,,0.875,0.001885728,,,,,,,0.796875,0.00368558,,,,,0.875,0.003548376,,,
0.875,0.001617992,,,,,,0.8203125,0.002847094,,,,,,,0.6875,0.005359533,,,,,0.874015749,0.003066348,,,
0.8984375,0.001350405,,,,,,0.802083373,0.003521955,,,,,,,0.633507848,0.00647832,,,,,0.863874376,0.003108986,,,
0.895287991,0.001402885,,,,,,0.78125,0.003573905,,,,,,,0.619607866,0.007850501,,,,,0.843137324,0.003829827,,,
0.898039281,0.00146875,,,,,,0.762499988,0.004194113,,,,,,,0.626959205,0.007827074,,,,,0.849529743,0.003518663,,,
0.877742946,0.001692568,,,,,,0.768229187,0.003937811,,,,,,,0.655352473,0.007182684,,,,,0.845952988,0.003556773,,,
0.879895568,0.001662094,,,,,,0.765100658,0.00383179,,,,,,,0.664429545,0.006731611,,,,,0.847874701,0.003383246,,,
0.876957476,0.001654514,,,,,,0.7749511,0.003708552,,,,,,,0.657534242,0.006543445,,,,,0.847358108,0.003265804,,,
0.88649708,0.001584399,,,,,,0.786086977,0.003531618,,,,,,,0.65739131,0.006542226,,,,,0.848695695,0.003262115,,,
0.879999995,0.001631471,,,,,,0.78716743,0.003467735,,,,,,,0.657276988,0.006595017,,,,,0.854460061,0.003293861,,,
0.881064177,0.001634195,,,,,,0.77667141,0.003532406,,,,,,,0.644381225,0.007100639,,,,,0.860597432,0.003185257,,,
0.873399734,0.001707978,,,,,,0.774445891,0.003606085,,,,,,,0.633637547,0.007387272,,,,,0.856584072,0.003322827,,,
0.872229457,0.00170981,,,,,,0.84375,0.001906893,,,,,,,0.671875,0.004675252,,,,,0.875,0.003502473,,,
0.890625,0.001568659,,,,,,0.8203125,0.002668271,,,,,,,0.640625,0.006055106,,,,,0.874015749,0.003020636,,,
0.9296875,0.001251603,,,,,,0.802083373,0.002707839,,,,,,,0.664921463,0.005925378,,,,,0.869109929,0.003059767,,,
0.910994768,0.001305482,,,,,,0.8046875,0.002655284,,,,,,,0.670588255,0.005560854,,,,,0.847058892,0.003784696,,,
0.92549026,0.001330398,,,,,,0.824999988,0.002537906,,,,,,,0.664576769,0.005932918,,,,,0.85266453,0.003472825,,,
0.905956089,0.001591699,,,,,,0.84375,0.002413284,,,,,,,0.644908607,0.006408586,,,,,0.848563969,0.003510549,,,
0.903394282,0.001562075,,,,,,0.84563756,0.002388735,,,,,,,0.639821053,0.006586314,,,,,0.850111842,0.003341394,,,
0.894854605,0.00156641,,,,,,0.841487288,0.002426799,,,,,,,0.655577302,0.006415375,,,,,0.851271987,0.003221643,,,
0.904109597,0.001508607,,,,,,0.85043478,0.002380608,,,,,,,0.664347827,0.006210641,,,,,0.852173924,0.003218445,,,
0.897391319,0.001545747,,,,,,0.85602504,0.002347928,,,,,,,0.640062571,0.006368601,,,,,0.85758996,0.00324934,,,
0.895148635,0.001541075,,,,,,0.859174967,0.002310474,,,,,,,0.641536295,0.006348129,,,,,0.863442361,0.003140882,,,
0.890469432,0.001610623,,,,,,0.853976488,0.002335892,,,,,,,0.64797914,0.006205106,,,,,0.859191656,0.003279593,,,
0.885267258,0.001650138,,,,,,0.921875,0.001615986,,,,,,,0.578125,0.00521222,,,,,0.875,0.003466526,,,
0.84375,0.002084458,,,,,,0.859375,0.002267576,,,,,,,0.5859375,0.00583437,,,,,0.874015749,0.002982349,,,
0.8984375,0.001470303,,,,,,0.848958373,0.002201397,,,,,,,0.612565458,0.005937095,,,,,0.869109929,0.003016959,,,
0.910994768,0.001367442,,,,,,0.84765625,0.002163535,,,,,,,0.615686297,0.006032274,,,,,0.847058892,0.003744545,,,
0.929411829,0.001293921,,,,,,0.850000024,0.002142481,,,,,,,0.623824418,0.00647588,,,,,0.85266453,0.003432116,,,
0.912225664,0.001488032,,,,,,0.8515625,0.002138513,,,,,,,0.655352473,0.00611973,,,,,0.851174951,0.003469823,,,
0.903394282,0.001544207,,,,,,0.84563756,0.002183844,,,,,,,0.646532416,0.006163066,,,,,0.852348983,0.003304383,,,
0.899328887,0.001576821,,,,,,0.855185926,0.002135285,,,,,,,0.649706483,0.005957889,,,,,0.853228927,0.003182275,,,
0.908023477,0.001532553,,,,,,0.85043478,0.002179932,,,,,,,0.653913081,0.005803736,,,,,0.853913069,0.003179888,,,
0.900869608,0.001575868,,,,,,0.854460061,0.002166621,,,,,,,0.657276988,0.005749005,,,,,0.85915494,0.003210508,,,
0.901408434,0.001540872,,,,,,0.853485048,0.002152672,,,,,,,0.650071144,0.005857004,,,,,0.864864826,0.003102374,,,
0.899004281,0.001568607,,,,,,0.851368964,0.002138105,,,,,,,0.64146024,0.005869431,,,,,0.861799181,0.003242266,,,
0.891786158,0.001599587,,,,,,0.921875,0.001314838,,,,,,,0.859375,0.003153954,,,,,0.875,0.003438363,,,
0.78125,0.002637125,,,,,,0.8671875,0.001867491,,,,,,,0.828125,0.00387545,,,,,0.874015749,0.002950226,,,
0.84375,0.001888961,,,,,,0.859375,0.001831906,,,,,,,0.780104697,0.004437873,,,,,0.869109929,0.002979665,,,
0.858638763,0.00173151,,,,,,0.85546875,0.00193268,,,,,,,0.768627524,0.004426555,,,,,0.850980461,0.003708759,,,
0.886274576,0.001551635,,,,,,0.859375,0.001944721,,,,,,,0.780564249,0.004697314,,,,,0.855799377,0.003395744,,,
0.893416882,0.001553712,,,,,,0.872395873,0.001883084,,,,,,,0.770235002,0.004732454,,,,,0.853785932,0.003433921,,,
0.882506549,0.001572545,,,,,,0.879194617,0.00185187,,,,,,,0.758389294,0.004803894,,,,,0.854586124,0.003271464,,,
0.879194617,0.00164735,,,,,,0.878669262,0.001842523,,,,,,,0.7749511,0.004668305,,,,,0.855185926,0.00314734,,,
0.878669262,0.001657678,,,,,,0.883478284,0.00184203,,,,,,,0.784347832,0.004463417,,,,,0.855652213,0.003145753,,,
0.869565248,0.001800137,,,,,,0.877934277,0.001879682,,,,,,,0.780907631,0.004498925,,,,,0.86071986,0.003176361,,,
0.871674478,0.001787617,,,,,,0.874822199,0.001924142,,,,,,,0.782361329,0.004547669,,,,,0.866287351,0.003068751,,,
0.87197721,0.001749826,,,,,,0.877444565,0.00192721,,,,,,,0.780964792,0.004466951,,,,,0.863102973,0.003209576,,,
0.870925665,0.001734994,,,,,,0.96875,0.001376322,,,,,,,0.875,0.003205081,,,,,0.875,0.003414808,,,
0.796875,0.002542989,,,,,,0.90625,0.001626917,,,,,,,0.8125,0.004049131,,,,,0.874015749,0.002922545,,,
0.8203125,0.002169285,,,,,,0.854166687,0.001875879,,,,,,,0.780104697,0.004447452,,,,,0.869109929,0.002946867,,,
0.816753924,0.002344046,,,,,,0.8046875,0.002238851,,,,,,,0.756862819,0.004447792,,,,,0.850980461,0.003676485,,,
0.823529482,0.002486194,,,,,,0.793749988,0.002340952,,,,,,,0.755485892,0.004803797,,,,,0.855799377,0.003362655,,,
0.833855808,0.002406318,,,,,,0.8046875,0.002247068,,,,,,,0.770235002,0.004645153,,,,,0.853785932,0.003401688,,,
0.843342066,0.002205785,,,,,,0.816554785,0.002175313,,,,,,,0.771812081,0.004548591,,,,,0.854586124,0.003241477,,,
0.836689055,0.002217092,,,,,,0.829745591,0.002113542,,,,,,,0.772994101,0.004419157,,,,,0.855185926,0.003115887,,,
0.827788651,0.002347232,,,,,,0.8347826,0.002133053,,,,,,,0.77565217,0.004352598,,,,,0.855652213,0.003114942,,,
0.812173903,0.002657107,,,,,,0.829420984,0.002248812,,,,,,,0.776212811,0.004367793,,,,,0.86071986,0.003145624,,,
0.812206566,0.002792717,,,,,,0.816500723,0.002368426,,,,,,,0.775248945,0.004411311,,,,,0.866287351,0.00303876,,,
0.815078199,0.002738508,,,,,,0.821381986,0.002344546,,,,,,,0.771838307,0.004381917,,,,,0.863102973,0.00318007,,,
0.813559294,0.00274892,,,,,,0.921875,0.001322834,,,,,,,0.765625,0.003216739,,,,,0.875,0.003392479,,,
0.828125,0.001835247,,,,,,0.890625,0.001718938,,,,,,,0.75,0.004000522,,,,,0.874015749,0.002897186,,,
0.8203125,0.002056577,,,,,,0.84375,0.001919832,,,,,,,0.753926694,0.004287056,,,,,0.874345541,0.002917254,,,
0.753926694,0.003188256,,,,,,0.77734375,0.002460656,,,,,,,0.764705956,0.004162834,,,,,0.854902029,0.003646651,,,
0.749019623,0.003797961,,,,,,0.771875024,0.002553297,,,,,,,0.783699036,0.004371143,,,,,0.862068951,0.00333156,,,
0.714733541,0.004612953,,,,,,0.776041687,0.002592397,,,,,,,0.778067887,0.004336668,,,,,0.859007835,0.003371685,,,
0.741514385,0.004082057,,,,,,0.782997787,0.002595587,,,,,,,0.767337799,0.0043407,,,,,0.859060407,0.003213093,,,
0.744966447,0.003789768,,,,,,0.800391376,0.002462314,,,,,,,0.771037161,0.004236888,,,,,0.859099805,0.003086636,,,
0.749510765,0.003870039,,,,,,0.812173903,0.002403104,,,,,,,0.780869603,0.004059066,,,,,0.859130442,0.003086161,,,
0.747826099,0.003985252,,,,,,0.812206566,0.002438969,,,,,,,0.78560251,0.0040768,,,,,0.863849759,0.003116918,,,
0.746478856,0.004150174,,,,,,0.798008502,0.002683251,,,,,,,0.783783793,0.004113781,,,,,0.86913228,0.003011062,,,
0.742532015,0.004344339,,,,,,0.790091276,0.002827193,,,,,,,0.787483692,0.004020327,,,,,0.863102973,0.003152379,,,
0.739243805,0.004827418,,,,,,0.796875,0.002954921,,,,,,,0.84375,0.002816014,,,,,0.875,0.003369051,,,
0.9375,0.001125028,,,,,,0.8671875,0.002021308,,,,,,,0.7890625,0.003778924,,,,,0.874015749,0.002872609,,,
0.859375,0.00405528,,,,,,0.890625,0.001700082,,,,,,,0.759162307,0.004237507,,,,,0.879581153,0.002889901,,,
0.743455529,0.00679852,,,,,,0.85546875,0.001861983,,,,,,,0.776470661,0.004077956,,,,,0.858823597,0.003618522,,,
0.772549093,0.005611707,,,,,,0.824999988,0.002231067,,,,,,,0.796238244,0.00422526,,,,,0.865203738,0.003301554,,,
0.730407476,0.006247759,,,,,,0.807291687,0.002624801,,,,,,,0.804177582,0.004105486,,,,,0.861618817,0.00334288,,,
0.715404689,0.00691264,,,,,,0.789709151,0.003398077,,,,,,,0.800894856,0.004044484,,,,,0.861297548,0.003185476,,,
0.715883672,0.006542866,,,,,,0.790606618,0.003366009,,,,,,,0.800391376,0.003964886,,,,,0.861056745,0.003058729,,,
0.729941308,0.006099292,,,,,,0.805217385,0.003177536,,,,,,,0.805217385,0.003851391,,,,,0.860869586,0.003058574,,,
0.73217392,0.005866946,,,,,,0.820031285,0.00300146,,,,,,,0.802816868,0.003896459,,,,,0.865414679,0.00308932,,,
0.738654137,0.005541128,,,,,,0.813655734,0.003075983,,,,,,,0.796586037,0.003952229,,,,,0.870554745,0.00298473,,,
0.733997166,0.005376898,,,,,,0.799217701,0.003170494,,,,,,,0.804432869,0.003846154,,,,,0.864406765,0.003125729,,,
0.743155122,0.005142278,,,,,,0.71875,0.004709599,,,,,,,0.9375,0.002475285,,,,,0.875,0.003344524,,,
0.84375,0.002091078,,,,,,0.78125,0.00363736,,,,,,,0.8671875,0.003365776,,,,,0.874015749,0.002849085,,,
0.828125,0.002416195,,,,,,0.786458373,0.003141759,,,,,,,0.816753924,0.00389005,,,,,0.879581153,0.002865159,,,
0.848167539,0.002232915,,,,,,0.79296875,0.003096505,,,,,,,0.80392164,0.003906167,,,,,0.858823597,0.003592449,,,
0.831372619,0.002429204,,,,,,0.806250036,0.00289893,,,,,,,0.818181813,0.004087521,,,,,0.865203738,0.003272793,,,
0.815047026,0.002576413,,,,,,0.8125,0.002769973,,,,,,,0.827676237,0.00395952,,,,,0.861618817,0.003315343,,,
0.814621449,0.002612198,,,,,,0.785234928,0.003182906,,,,,,,0.825503349,0.003885739,,,,,0.861297548,0.003158952,,,
0.814317703,0.002656989,,,,,,0.769080222,0.003159972,,,,,,,0.825831711,0.003786228,,,,,0.863013685,0.003032444,,,
0.829745591,0.002477532,,,,,,0.768695652,0.003116422,,,,,,,0.829565227,0.003656835,,,,,0.860869586,0.003032459,,,
0.827826083,0.002490055,,,,,,0.776212811,0.00301253,,,,,,,0.826291084,0.003714837,,,,,0.865414679,0.003062929,,,
0.824726105,0.002535014,,,,,,0.77382648,0.003071905,,,,,,,0.819345653,0.003782147,,,,,0.870554745,0.002959701,,,
0.825035572,0.002492049,,,,,,0.773142099,0.003070268,,,,,,,0.822685778,0.003695084,,,,,0.864406765,0.003100333,,,
0.833115995,0.002415782,,,,,,0.875,0.002412251,,,,,,,0.9375,0.002463453,,,,,0.875,0.003321248,,,
0.8125,0.00273495,,,,,,0.8359375,0.003224191,,,,,,,0.875,0.003185799,,,,,0.874015749,0.002828866,,,
0.8203125,0.002389403,,,,,,0.838541687,0.002858717,,,,,,,0.837696314,0.003660743,,,,,0.879581153,0.002844851,,,
0.780104697,0.002637654,,,,,,0.82421875,0.00278491,,,,,,,0.839215755,0.003643716,,,,,0.858823597,0.003569998,,,
0.776470661,0.003271425,,,,,,0.828125,0.002711463,,,,,,,0.849529743,0.003838026,,,,,0.865203738,0.003246549,,,
0.768025041,0.003359562,,,,,,0.846354187,0.002492718,,,,,,,0.856396854,0.0037411,,,,,0.859007835,0.003290175,,,
0.793733716,0.003033875,,,,,,0.859060407,0.002378382,,,,,,,0.850111842,0.003659727,,,,,0.859060407,0.003134852,,,
0.765100658,0.003650001,,,,,,0.864970624,0.002305706,,,,,,,0.851271987,0.003566763,,,,,0.859099805,0.003009087,,,
0.77690804,0.003421252,,,,,,0.860869586,0.002317339,,,,,,,0.852173924,0.003444909,,,,,0.857391298,0.003009202,,,
0.763478279,0.003653408,,,,,,0.85602504,0.002330422,,,,,,,0.848200321,0.003523554,,,,,0.862284839,0.003038935,,,
0.760563374,0.003830628,,,,,,0.854907513,0.002338952,,,,,,,0.840682805,0.003602116,,,,,0.867709816,0.002936785,,,
0.758179247,0.003842052,,,,,,0.84876138,0.002363355,,,,,,,0.847457588,0.003499729,,,,,0.861799181,0.003077209,,,
0.753585398,0.004042468,,,,,,0.90625,0.001746648,,,,,,,0.9375,0.002364638,,,,,0.859375,0.003301499,,,
0.859375,0.003412401,,,,,,0.9296875,0.001408352,,,,,,,0.8828125,0.003099266,,,,,0.866141737,0.002814126,,,
0.8359375,0.00268403,,,,,,0.921875,0.001337543,,,,,,,0.842931926,0.00362177,,,,,0.869109929,0.002830944,,,
0.72251308,0.003454295,,,,,,0.89453125,0.001459402,,,,,,,0.835294187,0.003587512,,,,,0.850980461,0.003552919,,,
0.68235296,0.004963485,,,,,,0.884375036,0.001551788,,,,,,,0.843260169,0.003773415,,,,,0.862068951,0.003224228,,,
0.677115977,0.004964797,,,,,,0.885416687,0.001569805,,,,,,,0.845952988,0.003669243,,,,,0.856396854,0.003268328,,,
0.710182786,0.004485802,,,,,,0.876957476,0.001715719,,,,,,,0.84563756,0.003570816,,,,,0.856823266,0.003114299,,,
0.689038038,0.004828099,,,,,,0.870841503,0.001805421,,,,,,,0.847358108,0.003486462,,,,,0.857142866,0.002989746,,,
0.708414853,0.004685448,,,,,,0.88173914,0.001729229,,,,,,,0.85043478,0.003360259,,,,,0.855652213,0.002990142,,,
0.706086993,0.004811032,,,,,,0.877934277,0.001727652,,,,,,,0.848200321,0.003444277,,,,,0.86071986,0.003018789,,,
0.694835663,0.006112683,,,,,,0.876244664,0.001739795,,,,,,,0.840682805,0.003539103,,,,,0.866287351,0.002917072,,,
