Accuracy,loss,,,,,,Accuracy,loss,,,,,,,Accuracy,loss,,,,,Accuracy,loss,,,
0.733542323,0.00495479,,,,,,0.653645873,0.006779316,,,,,,,0.624020875,0.007720173,,,,,0.647519588,0.007024989,,,
0.738903403,0.004949972,,,,,,0.648769557,0.006893998,,,,,,,0.621923923,0.007551055,,,,,0.664429545,0.006768498,,,
0.729306519,0.005061315,,,,,,0.649706483,0.006832508,,,,,,,0.636007845,0.007326088,,,,,0.679060638,0.006687615,,,
0.72015655,0.005086484,,,,,,0.645217419,0.006934351,,,,,,,0.638260901,0.007274665,,,,,0.674782634,0.0066786,,,
0.71652174,0.005111826,,,,,,0.652582169,0.006881883,,,,,,,0.633802831,0.007310336,,,,,0.669796526,0.006763954,,,
0.719874799,0.005049276,,,,,,0.64864862,0.006855442,,,,,,,0.621621609,0.007411105,,,,,0.68136555,0.006616655,,,
0.719772398,0.005091088,,,,,,0.642764032,0.006926963,,,,,,,0.619295955,0.007373647,,,,,0.67275095,0.006721114,,,
0.723598421,0.004987599,,,,,,0.796875,0.005375158,,,,,,,0.65625,0.006207909,,,,,0.6875,0.006148228,,,
0.765625,0.004158003,,,,,,0.71875,0.006104073,,,,,,,0.6640625,0.006781224,,,,,0.677165329,0.005980691,,,
0.765625,0.00395149,,,,,,0.6875,0.006045241,,,,,,,0.596858621,0.007539482,,,,,0.664921463,0.006243944,,,
0.738219917,0.004148336,,,,,,0.671875,0.006252425,,,,,,,0.643137276,0.007182704,,,,,0.666666687,0.006758866,,,
0.768627524,0.004063628,,,,,,0.675000012,0.006339162,,,,,,,0.636363626,0.007573373,,,,,0.689655185,0.006425593,,,
0.749216259,0.004416025,,,,,,0.684895873,0.006290928,,,,,,,0.647519588,0.007407076,,,,,0.681462169,0.006521366,,,
0.751958251,0.004386913,,,,,,0.677852333,0.006386952,,,,,,,0.644295335,0.007282172,,,,,0.693512321,0.006274655,,,
0.744966447,0.0045067,,,,,,0.677103698,0.006352705,,,,,,,0.657534242,0.007031269,,,,,0.704500973,0.006191614,,,
0.743639946,0.004520358,,,,,,0.673043489,0.006429757,,,,,,,0.660869598,0.00692666,,,,,0.702608705,0.006180545,,,
0.737391293,0.004552363,,,,,,0.682316124,0.006358256,,,,,,,0.655712068,0.006941076,,,,,0.699530482,0.006251253,,,
0.735524237,0.00452085,,,,,,0.67567569,0.006339461,,,,,,,0.644381225,0.00706371,,,,,0.709815085,0.006100206,,,
0.732574701,0.00455526,,,,,,0.671447158,0.006407259,,,,,,,0.642764032,0.007073117,,,,,0.698826611,0.006219151,,,
0.736636221,0.004465751,,,,,,0.796875,0.004869506,,,,,,,0.640625,0.006215143,,,,,0.71875,0.005741229,,,
0.765625,0.003804287,,,,,,0.7421875,0.005654549,,,,,,,0.65625,0.006744205,,,,,0.708661437,0.005547656,,,
0.75,0.003577887,,,,,,0.729166687,0.005569242,,,,,,,0.61780107,0.007470045,,,,,0.706806302,0.00577379,,,
0.748691082,0.003708804,,,,,,0.703125,0.005746228,,,,,,,0.65882355,0.006930905,,,,,0.698039234,0.006332157,,,
0.784313798,0.003632175,,,,,,0.706250012,0.005817947,,,,,,,0.661441982,0.007189324,,,,,0.711598754,0.00599294,,,
0.774294674,0.003935518,,,,,,0.703125,0.005803923,,,,,,,0.660574436,0.007056914,,,,,0.707571805,0.006075503,,,
0.772845984,0.003887405,,,,,,0.697986603,0.005914903,,,,,,,0.657718122,0.007026108,,,,,0.713646531,0.005844129,,,
0.762863517,0.004005203,,,,,,0.696673155,0.005893313,,,,,,,0.669275939,0.006804474,,,,,0.72407043,0.005760551,,,
0.765166342,0.004007936,,,,,,0.695652187,0.005948829,,,,,,,0.676521778,0.006662589,,,,,0.723478258,0.005744937,,,
0.765217423,0.004050324,,,,,,0.704225361,0.005861963,,,,,,,0.677621305,0.00662719,,,,,0.718309879,0.005806982,,,
0.765258193,0.004045559,,,,,,0.694167852,0.005847703,,,,,,,0.668563306,0.006717313,,,,,0.728307247,0.005654188,,,
0.761024177,0.004073755,,,,,,0.691003919,0.005908701,,,,,,,0.663624525,0.006642526,,,,,0.715775728,0.00578666,,,
0.762711823,0.004002524,,,,,,0.78125,0.004375844,,,,,,,0.65625,0.005423709,,,,,0.765625,0.005373907,,,
0.765625,0.003498879,,,,,,0.7421875,0.005194331,,,,,,,0.6640625,0.006168893,,,,,0.732283473,0.005192897,,,
0.7890625,0.00325414,,,,,,0.739583373,0.005111976,,,,,,,0.612565458,0.007069551,,,,,0.712041914,0.005375586,,,
0.785340309,0.003317163,,,,,,0.71875,0.005296206,,,,,,,0.647058845,0.006551624,,,,,0.701960802,0.005975134,,,
0.819607913,0.003251525,,,,,,0.71875,0.005348465,,,,,,,0.648902833,0.006801423,,,,,0.717868328,0.005630717,,,
0.811912179,0.003511259,,,,,,0.708333373,0.005362189,,,,,,,0.663185418,0.006585544,,,,,0.712793767,0.005701178,,,
0.812010467,0.003448411,,,,,,0.704697967,0.005493932,,,,,,,0.666666687,0.006425458,,,,,0.713646531,0.005488167,,,
0.798657715,0.003562486,,,,,,0.706457913,0.00548447,,,,,,,0.684931517,0.006212525,,,,,0.72407043,0.005406806,,,
0.804305255,0.003559201,,,,,,0.707826078,0.005527308,,,,,,,0.690434813,0.006132464,,,,,0.723478258,0.005384622,,,
0.80695653,0.003612499,,,,,,0.721439719,0.005428562,,,,,,,0.691705763,0.006152257,,,,,0.718309879,0.00544369,,,
0.802816868,0.003631794,,,,,,0.716927469,0.005417727,,,,,,,0.688477933,0.006238556,,,,,0.731152177,0.005289514,,,
0.795163572,0.003652891,,,,,,0.713168204,0.005470207,,,,,,,0.687092543,0.006147181,,,,,0.720990837,0.005433072,,,
0.792698801,0.003601489,,,,,,0.796875,0.003979629,,,,,,,0.65625,0.005551443,,,,,0.796875,0.005064062,,,
0.78125,0.003278194,,,,,,0.7734375,0.004780992,,,,,,,0.6953125,0.005923322,,,,,0.771653533,0.004939063,,,
0.8125,0.002983331,,,,,,0.755208373,0.004713126,,,,,,,0.63874346,0.006693394,,,,,0.748691082,0.005079873,,,
0.827225149,0.002982678,,,,,,0.73046875,0.004920674,,,,,,,0.68235296,0.006313641,,,,,0.733333349,0.005712664,,,
0.847058892,0.002937466,,,,,,0.728125036,0.004952144,,,,,,,0.695924759,0.006440555,,,,,0.739811897,0.005361415,,,
0.840125382,0.003160196,,,,,,0.7109375,0.004984948,,,,,,,0.69973892,0.006292186,,,,,0.736292422,0.005420888,,,
0.835509181,0.003088911,,,,,,0.702460825,0.005156803,,,,,,,0.695749462,0.006197165,,,,,0.736017883,0.005226721,,,
0.821029067,0.003201983,,,,,,0.712328792,0.005126307,,,,,,,0.706457913,0.005995054,,,,,0.737769067,0.005150565,,,
0.825831711,0.003194796,,,,,,0.713043511,0.005167327,,,,,,,0.709565222,0.005882375,,,,,0.735652208,0.005127431,,,
0.826086998,0.003253601,,,,,,0.726134598,0.005067895,,,,,,,0.702660382,0.005951741,,,,,0.732394338,0.005186112,,,
0.818466365,0.003299268,,,,,,0.725462317,0.005051087,,,,,,,0.692745388,0.006031906,,,,,0.74395448,0.005027759,,,
0.815078199,0.003305281,,,,,,0.720990837,0.005094938,,,,,,,0.697522819,0.005898577,,,,,0.734028697,0.005177673,,,
0.810951769,0.003269575,,,,,,0.78125,0.003742116,,,,,,,0.703125,0.006139834,,,,,0.796875,0.004822244,,,
0.796875,0.003280261,,,,,,0.765625,0.004509952,,,,,,,0.6796875,0.006487361,,,,,0.771653533,0.004789391,,,
0.84375,0.002803151,,,,,,0.75,0.004417044,,,,,,,0.654450297,0.006679824,,,,,0.748691082,0.004908314,,,
0.863874376,0.002741686,,,,,,0.71875,0.00472299,,,,,,,0.650980413,0.006560526,,,,,0.733333349,0.005566716,,,
0.870588303,0.002737491,,,,,,0.728125036,0.004731241,,,,,,,0.658307195,0.006652114,,,,,0.739811897,0.005201878,,,
0.858934164,0.002936024,,,,,,0.716145873,0.004729674,,,,,,,0.671018302,0.006349304,,,,,0.738903403,0.005242442,,,
0.851174951,0.002848074,,,,,,0.704697967,0.005042138,,,,,,,0.668903828,0.006255522,,,,,0.736017883,0.005057916,,,
0.834451914,0.002975513,,,,,,0.718199611,0.004925641,,,,,,,0.677103698,0.006194192,,,,,0.737769067,0.004992343,,,
0.837573409,0.002974838,,,,,,0.709565222,0.004959999,,,,,,,0.686956525,0.005959171,,,,,0.730434775,0.004979704,,,
0.833043516,0.003020247,,,,,,0.713615,0.004917641,,,,,,,0.691705763,0.00592529,,,,,0.723004699,0.005054357,,,
0.820031285,0.003104623,,,,,,0.71123755,0.004920446,,,,,,,0.67567569,0.006055642,,,,,0.736842096,0.004884507,,,
0.812233269,0.00309702,,,,,,0.709256828,0.00493375,,,,,,,0.671447158,0.005972973,,,,,0.727509737,0.005040689,,,
0.809647977,0.003052867,,,,,,0.734375,0.004348346,,,,,,,0.71875,0.005049221,,,,,0.828125,0.00463176,,,
0.75,0.003775514,,,,,,0.6875,0.005498127,,,,,,,0.671875,0.006164463,,,,,0.787401557,0.004682824,,,
0.8125,0.002861953,,,,,,0.708333373,0.004884266,,,,,,,0.643979073,0.006727771,,,,,0.732984304,0.004857739,,,
0.848167539,0.002672948,,,,,,0.69140625,0.005295959,,,,,,,0.694117665,0.006188529,,,,,0.709803939,0.005559434,,,
0.839215755,0.002753424,,,,,,0.693750024,0.005467004,,,,,,,0.702194333,0.006199628,,,,,0.721003115,0.005180001,,,
0.830720961,0.002991515,,,,,,0.721354187,0.005132854,,,,,,,0.694516957,0.006206666,,,,,0.731070518,0.005175441,,,
0.835509181,0.002843265,,,,,,0.689038038,0.005584929,,,,,,,0.677852333,0.00650539,,,,,0.733780742,0.004957883,,,
0.823266208,0.002983313,,,,,,0.696673155,0.005476753,,,,,,,0.692759275,0.006226849,,,,,0.735812128,0.004889197,,,
0.810176134,0.00304595,,,,,,0.697391331,0.005398674,,,,,,,0.697391331,0.00602806,,,,,0.73217392,0.004879553,,,
0.810434818,0.003034227,,,,,,0.705790281,0.005282683,,,,,,,0.677621305,0.006164363,,,,,0.713615,0.005021261,,,
0.801251948,0.00314235,,,,,,0.688477933,0.005655928,,,,,,,0.677098155,0.006219149,,,,,0.729729712,0.004851864,,,
0.793741107,0.003183018,,,,,,0.691003919,0.005661129,,,,,,,0.680573642,0.006106775,,,,,0.720990837,0.005020439,,,
0.800521493,0.003086109,,,,,,0.796875,0.003228251,,,,,,,0.609375,0.00504326,,,,,0.78125,0.004661586,,,
0.671875,0.003880118,,,,,,0.7109375,0.005668117,,,,,,,0.6640625,0.005450347,,,,,0.779527545,0.004403193,,,
0.7265625,0.003185194,,,,,,0.697916687,0.006075951,,,,,,,0.654450297,0.005768878,,,,,0.717277467,0.004783881,,,
0.785340309,0.002849437,,,,,,0.6796875,0.006124492,,,,,,,0.678431392,0.005498981,,,,,0.686274529,0.005573955,,,
0.796078503,0.002808827,,,,,,0.699999988,0.005729205,,,,,,,0.689655185,0.005793697,,,,,0.70532912,0.005286183,,,
0.777429461,0.00326732,,,,,,0.7109375,0.005618362,,,,,,,0.69973892,0.005617618,,,,,0.710182786,0.005296128,,,
0.780678868,0.003221955,,,,,,0.702460825,0.005505372,,,,,,,0.700223744,0.005486445,,,,,0.724832237,0.005002655,,,
0.78747201,0.003150611,,,,,,0.702544034,0.005477088,,,,,,,0.718199611,0.005303459,,,,,0.729941308,0.004848049,,,
0.77690804,0.003217571,,,,,,0.713043511,0.005341716,,,,,,,0.721739173,0.005223398,,,,,0.730434775,0.004811951,,,
0.770434797,0.003384189,,,,,,0.707355261,0.005286077,,,,,,,0.718309879,0.005226777,,,,,0.71517998,0.004954162,,,
0.779342711,0.003279361,,,,,,0.709815085,0.005212009,,,,,,,0.715504944,0.00528513,,,,,0.718349934,0.004824949,,,
0.77382648,0.00333705,,,,,,0.707953036,0.005148267,,,,,,,0.724902213,0.005155864,,,,,0.71056062,0.005017926,,,
0.771838307,0.003375706,,,,,,0.78125,0.003547817,,,,,,,0.71875,0.004620725,,,,,0.6875,0.006222052,,,
0.796875,0.002653942,,,,,,0.765625,0.004326119,,,,,,,0.71875,0.005088262,,,,,0.755905509,0.004897796,,,
0.8359375,0.00233205,,,,,,0.776041687,0.004146076,,,,,,,0.685863853,0.005544829,,,,,0.72251308,0.00511701,,,
0.738219917,0.003304025,,,,,,0.76171875,0.004226504,,,,,,,0.717647076,0.005228323,,,,,0.694117665,0.005806397,,,
0.733333349,0.003921091,,,,,,0.746874988,0.004265451,,,,,,,0.727272689,0.005349359,,,,,0.717868328,0.005481793,,,
0.73667711,0.004005277,,,,,,0.752604187,0.004238055,,,,,,,0.7336815,0.005200754,,,,,0.702349901,0.005789725,,,
0.694516957,0.004529294,,,,,,0.751677871,0.004263211,,,,,,,0.720357955,0.005312392,,,,,0.702460825,0.005626783,,,
0.682326615,0.004636885,,,,,,0.755381584,0.004242436,,,,,,,0.731898248,0.005157249,,,,,0.700587094,0.005686577,,,
0.686888456,0.004874139,,,,,,0.742608726,0.004276848,,,,,,,0.740869582,0.004997355,,,,,0.697391331,0.005648866,,,
0.690434813,0.004911625,,,,,,0.752738655,0.004201809,,,,,,,0.732394338,0.005040491,,,,,0.690140843,0.005723349,,,
0.696400642,0.004788965,,,,,,0.748221874,0.0042364,,,,,,,0.726884782,0.005153772,,,,,0.692745388,0.005540392,,,
0.688477933,0.005053307,,,,,,0.747066498,0.004258213,,,,,,,0.732724905,0.005030781,,,,,0.692307651,0.00559108,,,
0.696219027,0.004945736,,,,,,0.84375,0.003345661,,,,,,,0.71875,0.004493762,,,,,0.5625,0.007512005,,,
0.75,0.004283176,,,,,,0.828125,0.003736764,,,,,,,0.7421875,0.004863162,,,,,0.614173234,0.007083325,,,
0.7734375,0.003497104,,,,,,0.807291687,0.003704443,,,,,,,0.70157069,0.005362894,,,,,0.628272235,0.00709886,,,
0.774869144,0.003326916,,,,,,0.78125,0.003773317,,,,,,,0.745098054,0.005072078,,,,,0.611764729,0.00764449,,,
0.756862819,0.003766955,,,,,,0.78125,0.003756708,,,,,,,0.764890254,0.005251486,,,,,0.608150482,0.00807322,,,
0.774294674,0.003676855,,,,,,0.776041687,0.003761518,,,,,,,0.767624021,0.005117971,,,,,0.631853819,0.007655658,,,
0.78328985,0.003482433,,,,,,0.782997787,0.003840538,,,,,,,0.758389294,0.005051133,,,,,0.606263995,0.008072422,,,
0.771812081,0.003777387,,,,,,0.790606618,0.003754856,,,,,,,0.769080222,0.00487662,,,,,0.606653631,0.00780054,,,
0.77690804,0.003705833,,,,,,0.800000012,0.003727256,,,,,,,0.770434797,0.004731184,,,,,0.591304362,0.008127179,,,
0.784347832,0.003590451,,,,,,0.809076667,0.003662521,,,,,,,0.771517992,0.004739331,,,,,0.589984357,0.008150994,,,
0.78560251,0.003581622,,,,,,0.798008502,0.003704957,,,,,,,0.765291572,0.004814278,,,,,0.591749668,0.007906075,,,
0.780938804,0.003659122,,,,,,0.788787484,0.003775662,,,,,,,0.774445891,0.00468157,,,,,0.580182493,0.008048117,,,
0.7861799,0.003567356,,,,,,0.8125,0.002985683,,,,,,,0.734375,0.004232334,,,,,0.734375,0.005763213,,,
0.828125,0.002872729,,,,,,0.8203125,0.003169443,,,,,,,0.734375,0.004697793,,,,,0.645669281,0.00664421,,,
0.8203125,0.002806424,,,,,,0.828125,0.003178959,,,,,,,0.706806302,0.005133687,,,,,0.623036683,0.007147084,,,
0.743455529,0.003813269,,,,,,0.796875,0.003365913,,,,,,,0.752941251,0.004844913,,,,,0.588235319,0.008352601,,,
0.772549093,0.003607781,,,,,,0.793749988,0.00342942,,,,,,,0.758620679,0.005003017,,,,,0.554858923,0.01054367,,,
0.771159828,0.003605642,,,,,,0.802083373,0.003340813,,,,,,,0.765013039,0.004844262,,,,,0.582245469,0.009718106,,,
0.765013039,0.003691694,,,,,,0.812080562,0.003342623,,,,,,,0.753915012,0.004891146,,,,,0.574944079,0.009985276,,,
0.760626376,0.003987349,,,,,,0.818003893,0.003304756,,,,,,,0.761252463,0.004772087,,,,,0.569471598,0.010983556,,,
0.767123282,0.003897427,,,,,,0.815652192,0.003273101,,,,,,,0.765217423,0.004614392,,,,,0.568695664,0.011436895,,,
0.749565244,0.00399576,,,,,,0.823161185,0.003233376,,,,,,,0.760563374,0.004665043,,,,,0.577464759,0.010961572,,,
0.735524237,0.004357526,,,,,,0.819345653,0.00325896,,,,,,,0.755334258,0.004754293,,,,,0.573257446,0.010732061,,,
0.745376945,0.00420394,,,,,,0.814863086,0.003304776,,,,,,,0.761408091,0.00461196,,,,,0.563233376,0.011258112,,,
0.745762706,0.004458383,,,,,,0.875,0.002594883,,,,,,,0.765625,0.004316848,,,,,0.296875,0.016705319,,,
0.75,0.006211413,,,,,,0.8359375,0.003038756,,,,,,,0.7421875,0.004759598,,,,,0.48031497,0.011471102,,,
0.75,0.004707955,,,,,,0.817708373,0.003140357,,,,,,,0.70157069,0.005300582,,,,,0.502617836,0.010493198,,,
0.764397919,0.004231173,,,,,,0.7890625,0.003249653,,,,,,,0.745098054,0.004950358,,,,,0.48627454,0.011109781,,,
0.737254918,0.004971286,,,,,,0.796875,0.003232496,,,,,,,0.761755466,0.005052064,,,,,0.492163002,0.010999331,,,
0.730407476,0.004932004,,,,,,0.8125,0.003171897,,,,,,,0.767624021,0.004868246,,,,,0.48302874,0.011089617,,,
0.728459537,0.004793325,,,,,,0.816554785,0.003164524,,,,,,,0.756152153,0.004839467,,,,,0.498881429,0.010627168,,,
0.702460825,0.006157997,,,,,,0.819960833,0.003143423,,,,,,,0.765166342,0.004692143,,,,,0.510763228,0.010142752,,,
0.714285731,0.005818587,,,,,,0.817391336,0.003108871,,,,,,,0.772173941,0.004560212,,,,,0.500869572,0.009895646,,,
0.699130476,0.00619941,,,,,,0.824726105,0.003069043,,,,,,,0.771517992,0.004596934,,,,,0.49921751,0.009795328,,,
0.697965562,0.00649757,,,,,,0.820768118,0.003093194,,,,,,,0.769559026,0.004685105,,,,,0.513513505,0.00949724,,,
0.687055469,0.007018503,,,,,,0.813559294,0.003127348,,,,,,,0.774445891,0.004549226,,,,,0.522816181,0.009390744,,,
0.693611443,0.006742974,,,,,,0.875,0.002387722,,,,,,,0.8125,0.003943188,,,,,0.546875,0.00725949,,,
0.65625,0.00517357,,,,,,0.8515625,0.002970115,,,,,,,0.7734375,0.004456375,,,,,0.574803174,0.006539048,,,
0.6796875,0.00564559,,,,,,0.828125,0.00295193,,,,,,,0.717277467,0.005085379,,,,,0.581151843,0.006867108,,,
0.628272235,0.007923669,,,,,,0.7890625,0.003047781,,,,,,,0.741176486,0.004817164,,,,,0.576470613,0.007620742,,,
0.623529434,0.007622092,,,,,,0.796875,0.003020333,,,,,,,0.752351105,0.004990473,,,,,0.592476487,0.007378053,,,
0.645767987,0.006919066,,,,,,0.8125,0.002945537,,,,,,,0.765013039,0.004817528,,,,,0.592689276,0.00740966,,,
0.639686704,0.006581519,,,,,,0.814317703,0.002939998,,,,,,,0.758389294,0.004808788,,,,,0.61521256,0.007066354,,,
0.633109629,0.006663482,,,,,,0.819960833,0.002918891,,,,,,,0.759295464,0.004703212,,,,,0.630136967,0.006798477,,,
0.616438329,0.006849267,,,,,,0.824347854,0.002875339,,,,,,,0.761739135,0.004596322,,,,,0.634782612,0.0067012,,,
0.613913059,0.006730049,,,,,,0.830985904,0.002824903,,,,,,,0.758998454,0.004656429,,,,,0.64162755,0.006686088,,,
0.638497651,0.00634244,,,,,,0.820768118,0.002869886,,,,,,,0.755334258,0.004744961,,,,,0.64864862,0.00652845,,,
0.647226155,0.006097641,,,,,,0.814863086,0.002902548,,,,,,,0.758800507,0.004644471,,,,,0.645371556,0.006666559,,,
0.655801833,0.005942008,,,,,,0.875,0.00223453,,,,,,,0.78125,0.004191421,,,,,0.703125,0.006233214,,,
0.8125,0.003726742,,,,,,0.8359375,0.002982132,,,,,,,0.7578125,0.004746865,,,,,0.637795269,0.006057896,,,
0.75,0.003284319,,,,,,0.848958373,0.002738176,,,,,,,0.717277467,0.005202289,,,,,0.670157075,0.005878725,,,
0.685863853,0.004453838,,,,,,0.828125,0.002784908,,,,,,,0.749019623,0.004907617,,,,,0.690196097,0.006288471,,,
0.68235296,0.00472456,,,,,,0.831250012,0.002789201,,,,,,,0.758620679,0.005064365,,,,,0.717868328,0.005861333,,,
0.695924759,0.004662194,,,,,,0.838541687,0.002757613,,,,,,,0.759791136,0.004900085,,,,,0.720626652,0.005884646,,,
0.69973892,0.004956877,,,,,,0.838926196,0.002759764,,,,,,,0.751677871,0.004901555,,,,,0.729306519,0.005630081,,,
0.706935108,0.00478733,,,,,,0.839530349,0.002738148,,,,,,,0.739726007,0.004873583,,,,,0.716242671,0.005529965,,,
0.72015655,0.00456777,,,,,,0.841739178,0.00273441,,,,,,,0.737391293,0.00488279,,,,,0.702608705,0.005608526,,,
0.740869582,0.004448055,,,,,,0.848200321,0.002661666,,,,,,,0.735524237,0.004903306,,,,,0.696400642,0.005655027,,,
0.744913936,0.004340254,,,,,,0.834992886,0.002727495,,,,,,,0.731152177,0.004976102,,,,,0.704125166,0.005498602,,,
0.74110955,0.004350786,,,,,,0.827900887,0.002758909,,,,,,,0.737940013,0.004839357,,,,,0.709256828,0.005576449,,,
0.737940013,0.00431972,,,,,,0.90625,0.002051888,,,,,,,0.78125,0.004431509,,,,,0.765625,0.005524846,,,
0.8125,0.003588475,,,,,,0.859375,0.002748415,,,,,,,0.7265625,0.005267554,,,,,0.724409461,0.005124695,,,
0.8046875,0.003707264,,,,,,0.854166687,0.002561949,,,,,,,0.664921463,0.005909564,,,,,0.717277467,0.005154524,,,
0.821989536,0.003444123,,,,,,0.84375,0.002571369,,,,,,,0.68235296,0.005567454,,,,,0.721568644,0.005651692,,,
0.831372619,0.003237057,,,,,,0.850000024,0.00257967,,,,,,,0.689655185,0.00575528,,,,,0.746081471,0.005277877,,,
0.8213166,0.003229685,,,,,,0.848958373,0.002606828,,,,,,,0.715404689,0.005418745,,,,,0.746736288,0.005267072,,,
0.822454333,0.003248565,,,,,,0.854586124,0.002627763,,,,,,,0.718120813,0.005200767,,,,,0.758389294,0.004991971,,,
0.814317703,0.003247992,,,,,,0.859099805,0.002554747,,,,,,,0.718199611,0.005186349,,,,,0.753424644,0.004876691,,,
0.810176134,0.003559185,,,,,,0.862608731,0.002552067,,,,,,,0.709565222,0.00525658,,,,,0.742608726,0.004941717,,,
0.812173903,0.003507622,,,,,,0.868544579,0.00248651,,,,,,,0.704225361,0.005434916,,,,,0.737089217,0.005038675,,,
0.816901386,0.003439789,,,,,,0.863442361,0.002500767,,,,,,,0.691322923,0.005582217,,,,,0.742532015,0.004902698,,,
0.810810804,0.00352067,,,,,,0.856584072,0.002547587,,,,,,,0.700130343,0.005438324,,,,,0.747066498,0.0049848,,,
0.814863086,0.003449183,,,,,,0.90625,0.002273482,,,,,,,0.84375,0.00355689,,,,,0.8125,0.004847278,,,
0.796875,0.00257928,,,,,,0.8828125,0.002278115,,,,,,,0.796875,0.004394988,,,,,0.787401557,0.004517481,,,
0.7734375,0.003074093,,,,,,0.875,0.002228936,,,,,,,0.70157069,0.005351077,,,,,0.774869144,0.004516571,,,
0.774869144,0.00301438,,,,,,0.859375,0.002313043,,,,,,,0.721568644,0.005574179,,,,,0.772549093,0.005128027,,,
0.788235366,0.002921047,,,,,,0.850000024,0.002432806,,,,,,,0.717868328,0.00658319,,,,,0.78996861,0.004763145,,,
0.783699036,0.003090415,,,,,,0.854166687,0.002449089,,,,,,,0.712793767,0.006647574,,,,,0.788511753,0.004783077,,,
0.780678868,0.003077155,,,,,,0.850111842,0.002520698,,,,,,,0.706935108,0.006363672,,,,,0.805369139,0.00452159,,,
0.76957494,0.003184032,,,,,,0.855185926,0.00244624,,,,,,,0.706457913,0.00631613,,,,,0.798434436,0.004439422,,,
0.786692739,0.00307541,,,,,,0.859130442,0.002414927,,,,,,,0.707826078,0.006046962,,,,,0.789565206,0.004478171,,,
0.786086977,0.003142859,,,,,,0.863849759,0.002372675,,,,,,,0.705790281,0.005970844,,,,,0.78403753,0.004562978,,,
0.788732409,0.003118728,,,,,,0.854907513,0.002414701,,,,,,,0.687055469,0.006080206,,,,,0.789473653,0.004433423,,,
0.786628723,0.003112554,,,,,,0.850065172,0.002434616,,,,,,,0.681877434,0.006117955,,,,,0.788787484,0.004541465,,,
0.792698801,0.003033228,,,,,,0.90625,0.002091784,,,,,,,0.5625,0.008463741,,,,,0.828125,0.004693499,,,
0.84375,0.002628315,,,,,,0.875,0.002129723,,,,,,,0.5859375,0.008427757,,,,,0.826771677,0.004212862,,,
0.8515625,0.002255561,,,,,,0.864583373,0.002196656,,,,,,,0.575916231,0.009152464,,,,,0.806282759,0.004230407,,,
0.848167539,0.002570669,,,,,,0.86328125,0.002225998,,,,,,,0.576470613,0.008399614,,,,,0.788235366,0.004855915,,,
0.843137324,0.002762681,,,,,,0.846875012,0.002410953,,,,,,,0.620689631,0.008003353,,,,,0.799373031,0.004499347,,,
0.827586174,0.002888204,,,,,,0.859375,0.002402183,,,,,,,0.621409953,0.007714109,,,,,0.796344638,0.004528441,,,
0.838120103,0.002798713,,,,,,0.852348983,0.002459077,,,,,,,0.621923923,0.007482848,,,,,0.80760628,0.004279748,,,
0.834451914,0.002802709,,,,,,0.863013685,0.002386365,,,,,,,0.641878664,0.007216945,,,,,0.804305255,0.004198406,,,
0.83170253,0.00291254,,,,,,0.855652213,0.002401977,,,,,,,0.634782612,0.007201433,,,,,0.796521783,0.004215489,,,
0.826086998,0.003028212,,,,,,0.86071986,0.002340479,,,,,,,0.615023494,0.007337187,,,,,0.796557128,0.004276704,,,
0.818466365,0.003120747,,,,,,0.850640118,0.002444576,,,,,,,0.61593169,0.007255109,,,,,0.80654335,0.004149793,,,
0.819345653,0.003096901,,,,,,0.842242479,0.002487399,,,,,,,0.617992163,0.007195092,,,,,0.801825285,0.004282058,,,
0.825293362,0.002988939,,,,,,0.921875,0.001719734,,,,,,,0.625,0.004411523,,,,,0.828125,0.004451627,,,
0.875,0.001851129,,,,,,0.875,0.002234827,,,,,,,0.6796875,0.004848683,,,,,0.842519701,0.003961128,,,
0.78125,0.002529553,,,,,,0.854166687,0.002651219,,,,,,,0.643979073,0.006054771,,,,,0.827225149,0.003989561,,,
0.727748692,0.003033895,,,,,,0.83984375,0.002635863,,,,,,,0.631372571,0.006203143,,,,,0.800000072,0.004631091,,,
0.713725507,0.003157839,,,,,,0.84375,0.002650971,,,,,,,0.630094051,0.006730251,,,,,0.808777392,0.004292231,,,
0.733542323,0.003295342,,,,,,0.846354187,0.002632272,,,,,,,0.639686704,0.006455128,,,,,0.812010467,0.004322983,,,
0.754569173,0.003146746,,,,,,0.838926196,0.002666562,,,,,,,0.630872488,0.006544146,,,,,0.821029067,0.004097318,,,
0.756152153,0.003143454,,,,,,0.843444228,0.002565925,,,,,,,0.634050846,0.006333213,,,,,0.816046953,0.004004843,,,
0.763209403,0.003088339,,,,,,0.843478262,0.002533996,,,,,,,0.645217419,0.006138341,,,,,0.80695653,0.00401369,,,
0.746086955,0.003342756,,,,,,0.838810623,0.002552719,,,,,,,0.64632237,0.00613183,,,,,0.807511747,0.004067782,,,
0.741784036,0.00343414,,,,,,0.834992886,0.002553226,,,,,,,0.628733993,0.006505397,,,,,0.816500723,0.003944098,,,
0.745376945,0.003391214,,,,,,0.825293362,0.002640317,,,,,,,0.621903479,0.00652513,,,,,0.812255502,0.004089297,,,
0.757496715,0.003263923,,,,,,0.859375,0.00222621,,,,,,,0.796875,0.004638503,,,,,0.828125,0.00433721,,,
0.859375,0.001900546,,,,,,0.84375,0.002406924,,,,,,,0.75,0.005391069,,,,,0.842519701,0.003820383,,,
